Year,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,700,700, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,374,374, , ,,,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,877,877, , ,,,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,503,503, , ,,,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,53,53, , ,,,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,44.2,44.2, , ,37.4,50.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,82.2,82.2, , ,76.1,88.3,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,59.7,59.7, , ,53.6,65.7,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,69.6,69.6, , ,65,74.2,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,79.3,79.3, , ,72.4,86.3,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,40.2,40.2, , ,30.1,52.6,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,38,38, , ,32,43.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,58.9,58.9, , ,54.5,63.4,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,39.3,39.3, , ,35.2,43.5,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,52.9,52.9, , ,49.3,56.4,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,69.6,69.6, , ,63.4,75.8,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2012,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,93.7,93.7, , ,69.1,124.3,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,191,191, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,679,679, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,382,382, , ,,,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,882,882, , ,,,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,500,500, , ,,,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,56,56, , ,,,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,51,51, , ,43.8,58.2,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,80,80, , ,74,86.1,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,60.8,60.8, , ,54.7,66.9,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,69.7,69.7, , ,65.1,74.3,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,78.4,78.4, , ,71.5,85.2,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,40.6,40.6, , ,30.6,52.7,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,43.7,43.7, , ,37.3,50.1,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,55.8,55.8, , ,51.5,60.2,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,39.7,39.7, , ,35.6,43.9,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,52.2,52.2, , ,48.7,55.8,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,67.6,67.6, , ,61.6,73.7,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2013,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,104.1,104.1, , ,77.3,137.3,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,207,207, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,686,686, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,374,374, , ,,,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,901,901, , ,,,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,527,527, , ,,,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,57,57, , ,,,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,54.9,54.9, , ,47.4,62.3,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,80.3,80.3, , ,74.3,86.4,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,59.1,59.1, , ,53.1,65.1,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,70.6,70.6, , ,66,75.2,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,81.9,81.9, , ,74.9,88.9,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,39.8,39.8, , ,30.1,51.6,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,46,46, , ,39.5,52.5,Race/Ethnicity,"White, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,WHT
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,BLK
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,54.5,54.5, , ,50.2,58.7,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,API
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,AIAN
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,36.7,36.7, , ,32.8,40.6,Gender,Female, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENF
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,51.7,51.7, , ,48.2,55.1,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,OVERALL,OVR
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,69.6,69.6, , ,63.5,75.6,Gender,Male, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,GENDER,GENM
2014,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,109.5,109.5, , ,81.3,144.4,Race/Ethnicity,Hispanic, , , , ,"(21.304850435000446, -157.85774940299973)",DIA,DIA1_1, ,15,RACE,HIS
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,30,30, , ,,,Race/Ethnicity,Hispanic, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,HIS
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2670,2670, , ,,,Overall,Overall, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,OVERALL,OVR
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1376,1376, , ,,,Gender,Male, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,GENDER,GENM
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1294,1294, , ,,,Gender,Female, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,GENDER,GENF
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,API
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,69,69, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,BLK
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2592,2592, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,WHT
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,AIAN
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,19.8,19.8, , ,13.4,28.3,Race/Ethnicity,Hispanic, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,HIS
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,92.2,92.2, , ,88.7,95.7,Overall,Overall, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,OVERALL,OVR
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,96.3,96.3, , ,91.2,101.4,Gender,Male, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,GENDER,GENM
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,88.2,88.2, , ,83.4,93,Gender,Female, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,GENDER,GENF
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,API
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,67.6,67.6, , ,52.6,85.5,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,BLK
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,95.1,95.1, , ,91.5,98.8,Race/Ethnicity,"White, non-Hispanic", , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,WHT
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,AIAN
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,75.9,75.9, , ,48.6,112.9,Race/Ethnicity,Hispanic, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,HIS
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,70.6,70.6, , ,67.9,73.3,Overall,Overall, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,OVERALL,OVR
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,88.9,88.9, , ,84.2,93.6,Gender,Male, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,GENDER,GENM
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,57.5,57.5, , ,54.2,60.7,Gender,Female, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,GENDER,GENF
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,API
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,145.4,145.4, , ,111.2,186.8,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,BLK
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,69.7,69.7, , ,67,72.4,Race/Ethnicity,"White, non-Hispanic", , , , ,"(42.46940091300047, -93.81649055599968)",DIA,DIA1_1, ,19,RACE,WHT
